Station_number,Year,Month,Day,min,max,Rainfall,Solar_exposure
40043,2014,12,19,20.2,26.4,12.8,26.2
40043,2014,12,20,21.8,26.9,0.2,26.4
40043,2014,12,27,21.6,25.4,34.2,8.9
40043,2014,12,28,20.6,25.2,26.4,7.7
40043,2014,12,29,22,28.4,1.2,23.8
40043,2014,12,30,24.3,29.3,0.8,30.5
40043,2015,1,4,22.9,27.9,0.2,30.3
40043,2015,1,5,22.5,28.1,0.4,21.3
40043,2015,1,6,22.2,27.6,0.6,27.4
40043,2015,1,7,21.9,26.6,0.8,16.7
40043,2015,1,8,21.5,28.9,0.4,15.1
40043,2015,1,11,22.4,28.4,5.2,18.3
40043,2015,1,12,24.3,29.6,0.4,13.4
40043,2015,1,13,22.2,26.8,38.4,19
40043,2015,1,14,23.2,28.1,0.8,18.3
40043,2015,1,15,24.5,29.3,1.4,27.8
40043,2015,1,20,19.1,28.2,12.8,23.1
40043,2015,1,23,19.8,24.4,44.6,3.5
40043,2015,1,24,21,26.9,56.6,17
40043,2015,1,25,22.1,29,0.2,28.3
40043,2015,1,28,21.2,24.1,1.2,11.1
40043,2015,2,3,19.9,26.8,6.6,25
40043,2015,2,4,20,25.7,7.2,21.9
40043,2015,2,5,21.2,26.4,0.2,21.6
40043,2015,2,10,21.2,27,0.8,26.2
40043,2015,2,11,22.3,27.2,0.4,24.2
40043,2015,2,12,21,26.9,9,21.4
40043,2015,2,14,21.3,27,1.4,27.2
40043,2015,2,19,22.6,26.3,1.4,3.5
40043,2015,2,20,21.6,26.4,32.4,3.5
40043,2015,2,21,21.6,25.3,45.8,3.6
40043,2015,2,22,22.5,27,24.8,20
40043,2015,2,23,22.7,26.3,1.2,23.4
40043,2015,2,24,22.4,26.8,1.2,25.8
40043,2015,2,25,22.9,27.3,0.2,24.2
40043,2015,2,26,23,28.2,0.6,25.3
40043,2015,2,27,22.9,28.1,0.6,20
40043,2015,2,28,23.9,29.6,0.2,22
40043,2015,3,14,17,25,24.4,23.1
40043,2015,3,21,23.6,28.7,0.2,9.8
40043,2015,3,22,21.4,26.2,22,8.4
40043,2015,3,23,19.9,26.7,25.4,21.7
40043,2015,3,24,20.4,27.9,0.4,21.6
40043,2015,4,1,19.1,25.5,25.8,4.8
40043,2015,4,2,20.8,26.1,1,11.9
40043,2015,4,3,20.9,27,14.2,17.9
40043,2015,4,4,22.4,27.6,1.4,17.2
40043,2015,4,5,22.6,27.3,0.2,17.6
40043,2015,4,8,18.1,24.6,15.2,21
40043,2015,4,10,18.8,23.4,3,20.2
40043,2015,4,11,17.7,23,46.4,15.6
40043,2015,4,12,19.1,24.5,3.4,19.2
40043,2015,4,13,19.8,24,0.2,19.1
40043,2015,4,14,19,25.3,2.8,18.6
40043,2015,4,15,19.9,25.2,0.8,16.3
40043,2015,4,18,19.6,26.4,1,16
40043,2015,4,20,20.2,22.2,20,4.1
40043,2015,4,21,15.5,21.3,4,15.2
40043,2015,4,22,13.4,20.8,0.2,18.6
40043,2015,4,29,16.4,21.8,28.4,9.2
40043,2015,4,30,16.2,21.9,31.6,3.4
40043,2015,5,1,15.9,23.4,54.2,6.3
40043,2015,5,2,16.1,22.1,18.8,17.4
40043,2015,5,16,16.3,21.6,5.2,12.1
40043,2015,5,17,17.2,22,1.6,13
40043,2015,5,18,17.9,22.7,11.6,12.1
40043,2015,5,22,15.8,18.1,6.8,15.4
40043,2015,5,24,14.8,21.2,1.2,14.8
40043,2015,6,11,16.7,22.2,4.4,9.6
40043,2015,6,12,16.3,20.5,0.8,8.2
40043,2015,6,13,16.4,21.6,3.6,11.1
40043,2015,6,14,16.5,20.7,4.8,7.9
40043,2015,6,15,17.6,22.3,0.4,12.1
40043,2015,6,16,18.1,22.1,3,7.9
40043,2015,6,17,18.4,21.2,8,6.7
40043,2015,6,18,15.8,21.8,2,14
40043,2015,6,22,14.1,20,7,10.9
40043,2015,6,23,15.2,21.6,0.8,8.7
40043,2015,6,24,16.1,18.6,2.4,9.4
40043,2015,6,25,14,20.4,3.8,11.4
40043,2015,6,26,15.1,20.2,8.2,10.4
40043,2015,6,27,16.1,21.3,-,10.4
40043,2015,6,28,16.2,22.3,9.4,12
40043,2015,6,29,15.9,19.7,18.2,8.7
40043,2015,6,30,14.9,21.4,3,13
40043,2015,7,4,12.9,18.7,1.2,11
40043,2015,7,9,14.1,19.7,8.8,10.1
40043,2015,7,11,13.5,20.3,1.6,13.1
40043,2015,7,12,12.5,16.2,0.2,15
40043,2015,7,20,12.8,19.3,23.6,12.4
40043,2015,7,21,14,20.1,1.8,12.7
40043,2015,7,22,16.1,20.7,0.2,6.6
40043,2015,7,23,16.2,22.1,8.8,11.5
40043,2015,7,24,18,22.4,1,12.3
40043,2015,7,29,12.7,18.2,0.2,15.7
40043,2015,7,31,14.2,20.8,-,15.9
40043,2015,8,13,12.5,19.8,6.6,18.2
40043,2015,8,21,16.5,21.3,3.6,12.3
40043,2015,8,22,16.9,21.8,31.2,16.8
40043,2015,8,23,18.7,22.7,0.6,17.2
40043,2015,8,25,18.5,22.7,0.4,18.1
40043,2015,8,28,14.9,21.1,13.4,16.7
40043,2015,8,30,14.9,20.9,17,19.9
40043,2015,9,3,18,22.7,0.2,11.1
40043,2015,9,4,14,20.4,4.8,20.3
40043,2015,9,11,15.2,19.8,1.8,13.4
40043,2015,9,12,16.5,22.6,3.6,14.9
40043,2015,9,13,16.6,22.9,0.8,20.5
40043,2015,9,17,18.6,23.1,0.8,10
40043,2015,9,18,13.4,19.8,5.4,18.8
40043,2015,9,19,14.7,20.3,17,16.8
40043,2015,9,20,15.6,20.6,2.4,21.8
40043,2015,9,21,16.6,22.6,2.2,19.9
40043,2015,9,27,14.9,21.6,2.6,22.4
40043,2015,9,30,15.1,22.7,16,23.5
40043,2015,10,9,18.3,22.5,5.2,18.7
40043,2015,10,10,18.8,24.2,0.2,24.9
40043,2015,10,17,19,24.8,4,24.6
40043,2015,10,23,20,22.8,6,26.8
40043,2015,10,27,18.8,25.3,7,27
40043,2015,10,28,18.6,21.2,12.6,6.2
40043,2015,10,29,17.8,22.3,1.2,14.5
40043,2015,11,9,18.8,24.9,5.6,18.3
40043,2015,11,15,19.8,25,10,20.1
40043,2015,11,16,20.4,24.4,0.2,26.5
40043,2015,11,18,19.4,25.9,0.2,30
40043,2015,11,30,20.3,26.8,22.6,24.3
40043,2015,12,3,21,22.8,5,17.8
40043,2015,12,4,18.7,24.2,3.6,24.3
40043,2015,12,5,19,24.9,2.2,29.1
40043,2015,12,12,21.7,25,1.8,2.8
40043,2015,12,13,18.6,26.5,22.8,28.8
40043,2015,12,21,22.7,29,0.4,30.3
40043,2015,12,24,21.6,25.2,1.6,8
40043,2015,12,25,20.2,27,6.8,23
40043,2015,12,28,21.1,24.3,16.4,21.1
40043,2015,12,29,19.4,23.6,0.2,25.2
40043,2015,12,30,18.2,24.6,2.8,29.7
40043,2015,12,31,19.7,25.3,0.8,21.7
40043,2016,1,1,20,25.9,0.2,22.3
40043,2016,1,4,21,25,0.8,11.1
40043,2016,1,5,19.9,24.8,23.8,3.6
40043,2016,1,6,21,31.1,8,28.3
40043,2016,1,9,22.5,27.6,-,29.7
40043,2016,1,16,20.2,24.4,0.2,7.9
40043,2016,1,24,22.8,28.2,0.4,27.7
40043,2016,1,29,23,30.1,4.2,21.6
40043,2016,1,30,23.5,28.3,6.6,7.2
40043,2016,1,31,23.3,26.6,9.6,18.6
40043,2016,2,1,24.2,29,0.8,19.9
40043,2016,2,2,20.9,28.4,75.8,16
40043,2016,2,3,22.5,29.2,1.4,25
40043,2016,2,5,22.5,26.1,1,7.5
40043,2016,2,6,21.9,27,0.4,21.8
40043,2016,2,7,21.8,25.1,1.8,21.4
40043,2016,2,13,22.9,25.7,0.4,12.2
40043,2016,2,14,21.3,26.2,3.6,21.7
40043,2016,2,24,23.1,28.1,0.2,24
40043,2016,2,28,23.7,28.2,0.2,24.8
40043,2016,2,29,24.4,27.9,0.2,19.2
40043,2016,3,7,22.4,27.6,3.8,17.6
40043,2016,3,8,21.3,28.5,2.8,22
40043,2016,3,9,23,27.5,1.2,15.1
40043,2016,3,10,23.7,28.3,3.4,17.2
40043,2016,3,12,23.9,27.9,4,14.8
40043,2016,3,13,22,28.1,4,20.7
40043,2016,3,16,22.3,27.8,2.4,15.9
40043,2016,3,17,22,28.4,8,18.2
40043,2016,3,18,23.2,29,0.4,20.7
40043,2016,3,19,23.7,29.8,1,22.7
40043,2016,3,20,23.4,26.7,1.8,15
40043,2016,3,21,23.5,27.5,0.2,19.2
40043,2016,3,22,21.1,25.4,0.8,19.5
40043,2016,3,23,20.8,26.5,2.8,22.3
40043,2016,3,28,21.2,27.8,2.8,18.8
40043,2016,3,31,22.6,29.5,0.4,21.3
40043,2016,4,5,20.2,26.5,1,20.3
40043,2016,4,12,21.1,26.3,3,17.7
40043,2016,4,13,20.5,26.1,0.2,19.6
40043,2016,4,16,19.1,26.1,2.6,16
40043,2016,4,17,19.8,27.1,0.2,17.6
40043,2016,4,18,19.9,24.4,0.6,15.1
40043,2016,4,19,19.7,25.6,0.4,16.6
40043,2016,4,28,21.2,26.6,2,11.7
40043,2016,4,29,20.5,26.1,2,10.3
40043,2016,5,1,20.9,24.3,4.2,5.8
40043,2016,5,2,20.7,25.8,13.8,13.3
40043,2016,5,3,21.1,25.7,5,15.3
40043,2016,5,21,21.5,25.3,-,13.1
40043,2016,5,28,14.7,23.6,0.2,14.6
40043,2016,6,1,16.1,19.8,18.6,6.5
40043,2016,6,2,15.7,21,24.4,8
40043,2016,6,3,16.3,21.8,19,7.1
40043,2016,6,4,17.2,21,27.4,3.4
40043,2016,6,5,14.7,18.1,77.4,13
40043,2016,6,13,16.4,21.3,0.8,10.6
40043,2016,6,14,16.4,21.9,1.6,12
40043,2016,6,15,16.8,22.3,0.2,12.2
40043,2016,6,16,16.5,22,3.6,13
40043,2016,6,18,18.4,24.2,0.4,9.2
40043,2016,6,19,18.1,22,8.6,5
40043,2016,6,20,15.9,21.1,26.6,13.8
40043,2016,6,23,14.9,19.5,0.2,8
40043,2016,7,5,17.3,19.3,2.6,5.5
40043,2016,7,6,11.1,16.5,7.8,14.3
40043,2016,7,11,16.7,21.5,0.8,11.3
40043,2016,7,15,14.3,18.8,1.2,9.2
40043,2016,7,16,15.8,20.3,0.6,3.6
40043,2016,7,17,16.3,22.4,2.4,12.8
40043,2016,7,18,17.1,23.7,1.6,10.5
40043,2016,8,3,14,18.2,1.8,16.3
40043,2016,8,4,11.3,18.3,1.4,12.2
40043,2016,8,5,12.2,17.9,4.8,15.6
40043,2016,8,6,13.2,18.3,7.8,13.7
40043,2016,8,7,13.2,19.2,15.4,14.4
40043,2016,8,8,13.9,19.8,2,15.9
40043,2016,8,12,13.9,19.6,12,16.4
40043,2016,8,15,15.7,21.3,0.8,15.6
40043,2016,8,17,15.4,21.4,5.8,13.4
40043,2016,8,18,14.6,22,2.2,14.1
40043,2016,8,19,16.1,22.7,0.2,16.4
40043,2016,8,20,17.9,22,3,17.1
40043,2016,8,21,12.2,22.5,49.4,18.6
40043,2016,8,22,17.1,22.7,0.6,15.5
40043,2016,8,24,18.8,21.7,4.8,6.3
40043,2016,8,25,14.8,19.5,4.6,18.2
40043,2016,8,26,11.5,19.9,0.2,18.5
40043,2016,9,2,18.1,22.2,1.2,16
40043,2016,9,3,16.1,22.8,10.8,20.3
40043,2016,9,8,17.9,22.6,0.4,18.2
40043,2016,9,10,17.7,22.5,5.8,16
40043,2016,9,11,15.1,21.8,5.2,20.2
40043,2016,9,14,19.2,24,1,21.2
40043,2016,9,16,17.8,24.3,4,20.1
40043,2016,9,17,15.4,23.2,0.2,17.8
40043,2016,9,18,19.2,21.5,2.8,9.3
40043,2016,9,19,18.3,21.6,4.4,12.6
40043,2016,9,22,16.5,23.3,2.6,23.3
40043,2016,9,30,17.4,25.5,5,24.5
40043,2016,10,4,15,23,11.4,24.3
40043,2016,10,12,18.2,25.1,0.2,17
40043,2016,10,14,14.7,21.3,5,25.2
40043,2016,10,18,14.1,22.8,2.8,26.7
40043,2016,10,23,13.6,20.2,6.2,6.9
40043,2016,10,24,14,23.1,2,22.1
40043,2016,11,1,20.9,23.9,2.4,8.4
40043,2016,11,2,17.6,26.2,6.8,28.6
40043,2016,11,10,22.3,27.7,0.2,28.1
40043,2016,11,13,20.4,26.5,19.2,21.8
40043,2016,11,14,21.6,29.5,1.4,26.9
40043,2016,11,17,17.8,24.3,0.8,23.3
40043,2016,12,1,21.5,27,0.6,27.1
40043,2016,12,2,22.5,27.1,2,29.7
40043,2016,12,4,21.6,27.1,6,30.3
40043,2016,12,6,21.1,26.4,0.4,26.6
40043,2016,12,7,20.5,26.3,5.4,10.2
40043,2016,12,8,21,27.6,1,18.2
40043,2016,12,9,21.8,25.8,1,4.9
40043,2016,12,10,21.2,25.3,0.6,19.3
40043,2016,12,15,21.5,28,-,31.1
40043,2016,12,19,20.8,27.8,1,5.5
40043,2016,12,20,21,28.1,0.4,26.7
40043,2016,12,23,21.1,27.1,0.2,25.8
40043,2016,12,24,21,28.4,0.4,24.1
40043,2016,12,25,21.4,27.8,0.2,13.9
40043,2016,12,27,22.3,30.2,0.4,28.9
40043,2017,1,3,22,27.6,7.2,12.6
40043,2017,1,4,21.3,26.5,3.4,8.6
40043,2017,1,5,20.9,28,2.8,21.6
40043,2017,1,20,23.6,30,6.4,25.7
40043,2017,1,22,22.9,27.1,5.6,24.9
40043,2017,1,28,22.8,29.7,4.8,25.5
40043,2017,2,9,22.7,29.4,2.4,23.9
40043,2017,2,14,19.7,28,22.2,23
40043,2017,2,20,22.9,29.5,2,25.6
40043,2017,2,27,19.2,26.3,12.4,19.3
40043,2017,2,28,20.4,28.9,1.6,24.8
40043,2017,3,1,20.6,29.3,3.8,23.9
40043,2017,3,2,22.9,28.8,2.2,20
40043,2017,3,3,22.1,29.4,12.2,22
40043,2017,3,5,21.2,28.5,26,21.6
40043,2017,3,9,20.6,26.5,0.4,24.4
40043,2017,3,12,22.1,28.9,1.4,21.3
40043,2017,3,13,20.9,28.4,19.2,16.7
40043,2017,3,14,24.2,28.1,0.2,13.6
40043,2017,3,15,20.4,27.6,64,12.5
40043,2017,3,16,23.5,28.3,0.6,15.9
40043,2017,3,17,21.9,29.7,0.2,20.1
40043,2017,3,18,22.4,29.4,10.6,23.5
40043,2017,3,19,24.9,29.8,1.2,17.8
40043,2017,3,20,23.1,26.6,2.4,10.4
40043,2017,3,21,22.4,27.6,23.2,16.9
40043,2017,3,22,23.9,27,0.4,10.7
40043,2017,3,23,22.9,26.4,15.6,12.4
40043,2017,3,24,23.4,28.5,0.4,15.5
40043,2017,3,25,22.2,27.3,6.8,20
40043,2017,3,26,22.9,28.4,0.2,19.6
40043,2017,3,29,23.3,27.7,1.4,13.3
40043,2017,3,30,23.7,25.5,17.6,1.7
40043,2017,3,31,21.2,26.7,34,16.9
40043,2017,4,1,19,25.4,0.2,21
40043,2017,4,4,18.8,22.6,0.4,19.1
40043,2017,4,5,17.8,23.5,8,16.5
40043,2017,4,6,17.9,23.9,3.2,17.1
40043,2017,4,7,17.5,23.5,1.2,19.9
40043,2017,4,8,19.3,24.3,2.4,15.4
40043,2017,4,9,19.7,23.7,0.2,19.9
40043,2017,4,13,18.7,23.5,1.4,19.1
40043,2017,4,14,19.6,23.9,1.8,16
40043,2017,4,15,20.1,24.9,0.2,16
40043,2017,4,22,18.6,24,1.8,13.3
40043,2017,4,24,19.2,24.5,0.2,14.9
40043,2017,4,25,19.3,25.1,0.2,15.7
40043,2017,4,27,15.3,21,0.2,17.7
40043,2017,4,30,18.1,22.4,0.2,16.9
40043,2017,5,1,18,22.9,6,16.5
40043,2017,5,5,19.3,22.6,0.4,14.4
40043,2017,5,7,17.1,22.6,2.2,15.4
40043,2017,5,8,18.2,21.6,2.4,6.8
40043,2017,5,9,16.9,22.3,20.6,14.9
40043,2017,5,10,17.3,20,4,5.3
40043,2017,5,11,16.1,20.9,8.6,14.1
40043,2017,5,12,17,21.5,0.2,14.9
40043,2017,5,13,17.6,23.4,1.2,10.3
40043,2017,5,14,17.1,19.8,39.6,8.9
40043,2017,5,15,16.6,24,0.6,15.7
40043,2017,5,18,19.9,22.6,0.4,7
40043,2017,5,19,18.2,22.8,12.4,5.3
40043,2017,5,20,17.8,22.2,3.6,12.5
40043,2017,5,21,18.6,22.7,0.2,14.3
40043,2017,6,4,15.5,20,0.6,14.2
40043,2017,6,10,15.5,22.1,0.4,12.9
40043,2017,6,11,16.9,23,7.2,9
40043,2017,6,13,14.8,20.9,34.2,5.7
40043,2017,6,14,14.8,22.4,37.8,10.6
40043,2017,6,15,17.5,21.1,7.4,10.7
40043,2017,6,16,17.2,20.3,9.2,11
40043,2017,6,17,17.4,21.5,26,10.1
40043,2017,6,28,18.2,23.5,0.4,9.8
40043,2017,6,30,15,20.2,6.6,13.3
40043,2017,7,6,15.3,22.8,4,14.3
40043,2017,7,7,16.2,19.6,0.4,5.3
40043,2017,7,8,15,20.6,2.2,14.4
40043,2017,7,11,13.7,19.1,1.6,12.5
40043,2017,7,13,14.1,18.4,1.6,8.8
40043,2017,7,14,14.6,21.2,4.6,14.1
40043,2017,7,16,15.1,19.6,3.2,12.5
40043,2017,7,19,16.6,18.5,2.6,15
40043,2017,8,4,16.1,21.7,1.6,16.4
40043,2017,8,7,16.8,23.3,9.6,14.9
40043,2017,8,21,13.4,20.2,0.2,9.7
40043,2017,8,22,13.4,22.6,1.6,18.5
40043,2017,8,23,18.5,23.6,0.2,18
40043,2017,8,25,14.7,19.5,3,17.2
40043,2017,9,5,16.6,25,14,20.6
40043,2017,9,23,18.5,23.4,3.8,23.2
40043,2017,10,1,21.1,24.4,0.2,9.3
40043,2017,10,3,16.4,23.3,24.2,17.7
40043,2017,10,4,19.4,24,45.2,19.3
40043,2017,10,15,17.8,21.8,44.4,13.4
40043,2017,10,16,18.3,21.4,2,6.1
40043,2017,10,17,18.3,23,3.4,8.4
40043,2017,10,18,19.6,23.6,1.4,16.8
40043,2017,10,21,19,20.4,0.4,3.7
40043,2017,10,22,15.1,22,13.4,26.3
40043,2017,10,23,16.8,23.5,2.2,20.8
40043,2017,10,25,18.7,25.2,0.2,27.7
40043,2017,10,27,21.1,29.9,1.2,28
40043,2017,10,30,21.4,26.5,1.2,20.7
40043,2017,11,7,21.5,27.4,0.6,21.5
40043,2017,11,8,17.4,22.7,5.4,21.8
40043,2017,11,9,17.1,23,0.8,25.7
40043,2017,11,10,18.3,23.4,0.2,25.6
40043,2017,11,20,19.1,24.8,0.4,26.5
40043,2017,11,21,18.3,24.6,0.6,25
40043,2017,11,22,17.9,25.3,2.4,7.5
40043,2017,11,23,19.6,25.9,0.2,28.9
40043,2017,11,25,21.3,25.1,0.6,24
40043,2017,11,27,21.8,28.1,0.8,27.2
40043,2017,11,29,21.6,24.5,26.4,6.8
40043,2017,11,30,20.9,27.2,9.8,15.3
40043,2017,12,1,20.9,27.8,5.6,27.6
40043,2017,12,4,21.5,24.9,11.2,6.9
40043,2017,12,5,19.3,25.7,19,19.6
40043,2017,12,9,21.3,28.7,1.4,29
40043,2017,12,10,20.3,26.1,4.2,30.3
40043,2017,12,12,20.7,26.5,1.6,21.2
40043,2017,12,13,22.1,27.7,0.4,30.2
40043,2017,12,26,21.9,28,4.8,24.6
40043,2017,12,27,21.2,27.1,40.6,29.1
40043,2017,12,28,21.3,29,23.2,24.8
40043,2017,12,29,23.3,29.4,1.2,24.8
40043,2018,1,2,24.3,28.7,0.2,18.1
40043,2018,1,3,21.5,28,18.8,25.9
40043,2018,1,29,23.4,28.9,6.2,26.6
40043,2018,1,30,22.6,27.7,1.8,21.2
40043,2018,1,31,23.7,31.1,3.4,29.3
40043,2018,2,1,22,25.2,3.4,4.2
40043,2018,2,2,20.7,24.7,1.4,6.7
40043,2018,2,3,20.4,25.9,1,3.3
40043,2018,2,4,19,26.9,9.4,26.1
40043,2018,2,5,21.9,27.3,0.6,27.7
40043,2018,2,12,21.1,29.6,4.6,28.2
40043,2018,3,15,21.4,25.9,3.4,20.6
40043,2018,3,16,20.7,26.5,0.2,23.6
40043,2018,3,18,23.3,28.2,1,18.1
40043,2018,3,19,23.5,28,0.2,21
40043,2018,3,20,23,27.2,2.6,21.1
40043,2018,3,21,21.1,25.3,0.8,12.1
40043,2018,3,22,21.5,26.5,1.8,20.9
40043,2018,3,23,21.6,26.9,0.8,18.8
40043,2018,3,24,22.1,26.4,0.4,16.4
40043,2018,3,26,21.2,27.1,14,17.5
40043,2018,3,29,22.5,26.4,2.6,15
40043,2018,3,30,22.8,27.2,0.8,17
40043,2018,4,2,23.5,28,0.2,19.7
40043,2018,4,4,21.7,25.3,0.8,11
40043,2018,4,5,21.5,26.1,2.4,19.1
40043,2018,4,11,21.7,25.5,2.2,18
40043,2018,4,14,21.3,26.7,0.8,11.6
40043,2018,4,15,22.2,26.8,0.2,19.4
40043,2018,4,18,22.7,24.8,0.2,12.2
40043,2018,4,19,20.2,25.8,3.2,12.6
40043,2018,4,20,19.7,25.2,14.8,11
40043,2018,4,21,18.4,23.1,27.6,14.6
40043,2018,4,22,19.4,23.2,0.8,16.6
40043,2018,4,23,18.5,23.6,6.2,17
40043,2018,4,28,16.8,21.9,7.6,15
40043,2018,4,29,17,22.1,5,16.5
40043,2018,4,30,16.4,21.2,5.8,16.5
40043,2018,5,1,17.2,23.5,6,12
40043,2018,5,2,18.4,24.9,0.6,13.6
40043,2018,5,4,19.7,24.9,0.2,16.9
40043,2018,5,6,19.4,23.6,0.6,13.1
40043,2018,5,8,18.5,22.6,38.8,7.8
40043,2018,5,9,18.6,24.1,5.4,16.2
40043,2018,5,17,16.6,20,29,7.5
40043,2018,5,18,16.2,21.7,29.2,14.9
40043,2018,5,24,16.7,22.1,2.6,13.3
40043,2018,5,25,19.7,23,0.2,8.7
40043,2018,5,26,17.3,22.3,7.8,12.1
40043,2018,5,27,16.4,22.1,2.6,11.1
40043,2018,5,28,17.4,22.2,2,11.6
40043,2018,5,29,16.4,21.8,2.8,11.8
40043,2018,5,30,16.8,22.7,0.2,14.6
40043,2018,6,6,14.9,19.8,15.4,11.4
40043,2018,6,7,14.8,21.3,37.6,8
40043,2018,6,8,15.9,22.2,3.8,12.5
40043,2018,6,9,16.8,21.7,0.4,10.6
40043,2018,6,14,18.1,21,0.6,9
40043,2018,6,15,15.8,20.8,0.2,14
40043,2018,6,22,14.7,19.6,0.2,14
40043,2018,6,23,14.9,18.9,0.2,11.1
40043,2018,6,24,13.5,20.4,0.2,14
40043,2018,6,26,15,20.5,10.4,9.6
40043,2018,6,27,15.9,19.2,1.8,3.8
40043,2018,6,28,14.7,19.6,16,7.2
40043,2018,6,29,15.2,21.2,13.8,13.1
40043,2018,7,1,18.8,21.1,0.2,7.9
40043,2018,7,2,16.3,20.2,7.6,13.9
40043,2018,7,3,13.5,21,0.4,14.2
40043,2018,7,4,16,21.9,0.2,12.7
40043,2018,7,5,18.2,21.8,1.4,12
40043,2018,7,6,18.3,23,1.8,10.8
40043,2018,7,7,17.8,21.7,2.8,9.4
40043,2018,7,8,10.8,17.7,0.2,14.4
40043,2018,7,11,14.2,17.9,28.2,9.2
40043,2018,7,12,14.5,21,66.2,11.9
40043,2018,7,13,13.2,18.8,0.2,14.7
40043,2018,7,30,15.5,21.4,0.8,16
40043,2018,8,24,14.9,22.1,7.8,12
40043,2018,8,26,15.4,18.8,12,9.3
40043,2018,8,27,13.2,19.4,6.4,19.4
40043,2018,9,4,14.4,19.4,4,17
40043,2018,9,5,14.8,19.9,2.6,16.3
40043,2018,9,6,15.7,22.3,5.6,11.3
40043,2018,9,7,18.5,22.2,0.2,19.2
40043,2018,9,25,16.4,20.5,2,11
40043,2018,9,26,15.6,21.9,2.6,17.4
40043,2018,9,30,17,18.8,45,5.3
40043,2018,10,1,15.6,21,6,24.6
40043,2018,10,2,15.7,23.1,1,20
40043,2018,10,6,15.7,23.1,7.2,17.3
40043,2018,10,7,17.1,22.1,3.8,17.5
40043,2018,10,8,18.1,24.1,0.4,23.5
40043,2018,10,9,19.2,24.5,0.2,19
40043,2018,10,10,18.4,24.3,0.4,25.2
40043,2018,10,12,16.9,20.2,10.4,10
40043,2018,10,13,16.4,20.8,9.2,7.6
40043,2018,10,14,16.2,20.9,11,9.9
40043,2018,10,15,17.4,22.8,19.4,13.1
40043,2018,10,16,18.3,23.5,6.6,19.6
40043,2018,10,18,19.1,24.8,0.6,20.6
40043,2018,10,19,19.5,25.2,0.2,24
40043,2018,10,22,16.9,24,14.4,25.7
40043,2018,10,30,18.3,25.6,0.2,26.4
40043,2018,11,8,21.8,23,1,8.4
40043,2018,11,18,18.2,24.2,5.6,24.3
40043,2018,11,22,21.8,26.6,3.6,17.3
40043,2018,11,26,21.1,29.8,0.2,30.5
40043,2018,11,28,22.9,27.9,0.2,25.4
40043,2018,12,5,19.3,26.1,38.2,20.2
40043,2018,12,6,20,24.1,0.2,23.4
40043,2018,12,9,20.1,27.6,0.4,21.6
40043,2018,12,14,22.7,26,3,12.8
40043,2018,12,15,20.8,27.1,80.4,22.5
40043,2018,12,16,22.5,24.7,1.8,4
40043,2018,12,17,18.6,26.9,22.4,17.4
40043,2018,12,18,21.5,26.8,1,22.3
40043,2018,12,19,22.2,29.3,1,25
40043,2018,12,22,22.9,28.9,0.6,15.6
40043,2018,12,23,20.2,24.9,10.4,31.3
40043,2019,1,3,21.9,28.7,9.4,13.8
40043,2019,1,4,22,29.6,4.4,29.6
40043,2019,1,30,23.3,30.9,0.6,23.6
40043,2019,1,31,23.6,30.8,0.4,27.4
40043,2019,2,5,21.9,28.9,1.6,26.4
40043,2019,2,6,22.2,28.5,5.8,26.9
40043,2019,2,7,23.4,28.9,0.2,20.2
40043,2019,2,8,21.8,29.3,6,18
40043,2019,2,9,23.7,30.9,0.2,25.9
40043,2019,2,14,23.4,26.5,0.8,21.7
40043,2019,2,15,22.8,27.3,1.4,20.3
40043,2019,2,22,22.4,26.5,2.2,23.4
40043,2019,2,24,20.3,25.9,1.4,18.4
40043,2019,3,3,21.9,27.5,0.2,20.5
40043,2019,3,4,20.5,26.7,6,18
40043,2019,3,5,21.5,27.7,0.2,21.6
40043,2019,3,6,23.3,28.8,0.6,16.6
41525,1994,3,1,16.2,21.6,-,6.1
41525,1994,3,2,17.2,22.4,-,6.6
41525,1994,3,3,18.1,24.6,-,10.7
41525,1994,3,4,19,25.5,-,13.2
41525,1994,3,5,17.7,29.9,-,16.5
41525,1994,3,6,20.1,28.2,-,13.9
41525,1994,3,7,20.2,25.6,-,8.7
41525,1994,3,8,18.3,23.1,-,-
41525,1994,3,9,18.4,24.6,-,-
41525,1994,3,10,19.6,27.6,-,-
41525,1994,3,11,18.1,29,-,26.9
41525,1994,3,13,9.6,24.5,-,26.8
41525,1994,3,17,9.6,31.1,-,-
41525,1994,3,18,17.1,25.6,-,-
41525,1994,3,19,15.4,25.5,-,18.4
41525,1994,3,20,14.6,26.5,-,22.3
41525,1994,3,21,16,25.7,-,17.2
41525,1994,3,22,16.8,26.7,-,17.5
41525,1994,3,23,16.8,26,-,16.3
41525,1994,3,24,16.2,24.3,-,11.3
41525,1994,3,25,15.3,24.5,-,13
41525,1994,3,26,16,25,-,16.7
41525,1994,4,1,14.6,29.4,-,21.1
41525,1994,4,2,11.9,31.3,-,-
41525,1994,4,4,15.9,27.9,-,-
41525,1994,4,5,18.1,26.7,-,-
41525,1994,4,6,14.7,28.7,-,-
41525,1994,4,7,13,30.8,-,-
41525,1994,4,8,16.8,27.7,-,-
41525,1994,4,9,15.4,26.5,-,17.8
41525,1994,4,11,15.2,28.3,-,15.6
41525,1994,4,12,5.2,18.8,-,21.2
